Date,Price,Open,High,Low,Vol.,Change %
07/07/2016,43.7,44,44,43.7,,-0.36%
07/06/2016,43.86,44.42,44.42,43.86,,-1.77%
07/05/2016,44.65,45.16,45.16,44.49,0.38K,-2.47%
07/04/2016,45.78,45.78,45.78,45.78,,0.70%
07/01/2016,45.46,45.84,45.84,45.46,,0.87%
06/30/2016,45.07,45.03,45.07,45.03,,-0.20%
06/29/2016,45.16,44.57,45.16,44.57,,1.14%
06/28/2016,44.65,43.37,44.65,43.37,,0.59%
06/27/2016,44.39,45.6,45.6,44.39,0.09K,-0.40%
06/24/2016,44.57,44.65,45.21,44.57,0.18K,-8.72%
06/23/2016,48.83,47.85,48.83,47.85,,2.05%
06/22/2016,47.85,47.52,47.85,47.52,,0.63%
06/21/2016,47.55,46.98,47.55,46.98,,0.59%
06/20/2016,47.27,46.74,47.27,46.74,,3.14%
06/17/2016,45.83,45.11,45.83,45.11,,0.75%
06/16/2016,45.49,45.36,45.94,44.76,0.10K,-0.26%
06/15/2016,45.61,45.2,45.61,45.2,,1.72%
06/14/2016,44.84,44.95,44.95,44.84,,-2.25%
06/13/2016,45.87,46.25,46.25,45.87,,-2.01%
06/10/2016,46.81,46.81,46.81,46.81,,-2.03%
06/09/2016,47.78,47.78,47.78,47.78,,-0.29%
06/08/2016,47.92,48.14,48.14,47.92,,-0.13%
06/07/2016,47.98,47.98,47.98,47.98,,1.12%
06/06/2016,47.45,47.47,47.47,47.45,,-1.31%
06/03/2016,48.08,48.01,48.08,48.01,,-0.04%
06/02/2016,48.1,47.95,48.1,47.95,,0.06%
06/01/2016,48.07,48.07,48.07,48.07,,-1.88%
05/31/2016,48.99,48.99,48.99,48.99,,0.06%
05/30/2016,48.96,48.96,48.96,48.96,,-0.02%
05/27/2016,48.97,48.37,48.97,48.37,0.10K,1.03%
05/26/2016,48.47,48.47,48.47,48.47,,0.66%
05/25/2016,48.15,47.29,48.15,47.29,0.20K,3.13%
05/24/2016,46.69,46.6,46.69,46.6,0.10K,0.19%
05/23/2016,46.6,46.79,46.79,46.6,,0.15%
05/20/2016,46.53,46.33,46.53,46.33,,1.17%
05/19/2016,45.99,46.29,46.29,45.99,,-1.25%
05/18/2016,46.57,46.27,46.57,46.16,,-0.36%
05/17/2016,46.74,46.53,46.74,46.53,,1.90%
05/13/2016,45.87,45.75,45.87,45.75,,-1.48%
05/12/2016,46.56,46.36,46.91,46.36,,-0.92%
05/11/2016,46.99,46.83,46.99,46.67,,0.97%
05/10/2016,46.54,46.96,46.96,46.54,0.06K,0.82%
05/09/2016,46.16,46.16,46.16,46.16,,0.26%
05/06/2016,46.04,45.27,46.67,45.27,0.10K,1.41%
05/05/2016,45.4,45.4,45.4,45.4,,0.58%
05/04/2016,45.14,45.14,45.14,45.14,,1.07%
05/03/2016,44.66,45.01,45.01,44.66,,-1.46%
05/02/2016,45.32,45.51,45.66,45.32,,-0.26%
04/29/2016,45.44,46.29,46.29,45.44,,-2.64%
04/28/2016,46.67,47.3,47.3,46.26,0.15K,-1.54%
04/27/2016,47.4,47.06,47.4,47.06,,0.23%
04/26/2016,47.29,47.59,47.59,47.29,,-1.03%
04/25/2016,47.78,47.57,47.78,47.03,0.10K,-0.52%
04/22/2016,48.03,47.99,48.03,47.99,,0.33%
04/21/2016,47.87,48,48.2,47.74,0.32K,0.15%
04/20/2016,47.8,47.12,47.8,47.12,0.20K,1.14%
04/19/2016,47.26,46.28,47.26,46.28,,2.78%
04/18/2016,45.98,45.45,45.98,45.45,,-0.07%
04/15/2016,46.01,45.98,46.12,45.98,,-0.26%
04/14/2016,46.13,45.87,46.17,45.87,0.04K,1.50%
04/13/2016,45.45,45.45,45.45,45.45,,2.23%
04/12/2016,44.46,44.46,44.46,44.46,,0.14%
04/11/2016,44.4,44.04,44.55,44.04,,0.75%
04/08/2016,44.07,44.07,44.07,44.07,,0.94%
04/07/2016,43.66,44.55,44.55,43.66,,-1.09%
04/06/2016,44.14,44.23,44.23,44.05,,-0.34%
04/05/2016,44.29,45.38,45.38,44.25,0.20K,-2.85%
04/04/2016,45.59,45.06,45.64,45.06,,0.62%
04/01/2016,45.31,46.23,46.23,45.12,0.18K,-2.24%
03/31/2016,46.35,46.26,46.43,46.26,,-0.37%
03/30/2016,46.52,45.68,46.52,45.68,,3.17%
03/29/2016,45.09,45.32,45.32,45.09,,-0.60%
03/24/2016,45.36,45.53,45.53,45.36,,-2.41%
03/23/2016,46.48,46.01,46.48,45.92,0.20K,1.64%
03/22/2016,45.73,45.07,45.73,45.07,,0.33%
03/21/2016,45.58,45.58,45.58,45.58,,-2.50%
03/18/2016,46.75,45.33,46.75,45.33,0.21K,2.61%
03/17/2016,45.56,45.39,45.66,45.39,,0.51%
03/16/2016,45.33,45.41,45.41,45.33,,0.71%
03/15/2016,45.01,44.96,45.01,44.96,,0.45%
03/14/2016,44.81,44.81,44.81,44.81,,1.56%
03/11/2016,44.12,44.18,44.18,43.75,,-1.19%
03/10/2016,44.65,44.18,44.65,44.18,,-0.22%
03/09/2016,44.75,44.07,44.75,44.07,,0.47%
03/08/2016,44.54,43.91,44.54,43.91,0.10K,0.34%
03/07/2016,44.39,44.37,44.39,44.07,,0.36%
03/04/2016,44.23,44.16,44.23,44.16,,1.17%
03/03/2016,43.72,43.34,44.15,43.34,0.01K,1.60%
03/02/2016,43.03,43.26,43.66,42.87,0.60K,-0.76%
03/01/2016,43.36,42.56,43.36,42.56,,2.34%
02/29/2016,42.37,42.37,42.37,42.37,,0.21%
02/26/2016,42.28,42.28,42.28,42.28,,1.27%
02/25/2016,41.75,41.75,41.75,41.75,,-1.04%
02/24/2016,42.19,42.19,42.19,42.19,,-1.08%
02/23/2016,42.65,42.62,42.65,42.62,0.40K,0.78%
02/22/2016,42.32,42.32,42.32,42.32,,-0.24%
02/19/2016,42.42,42.42,42.42,42.42,,0.86%
02/18/2016,42.06,42.06,42.06,42.06,,2.31%
02/17/2016,41.11,41.11,41.11,41.11,,0.64%
02/16/2016,40.85,40.85,40.85,40.85,,-1.23%
02/15/2016,41.36,40.34,41.36,40.34,0.08K,4.05%
02/12/2016,39.75,39.75,39.75,39.75,,-1.09%
02/11/2016,40.19,40.19,40.19,40.19,,-1.90%
02/10/2016,40.97,40.97,40.97,40.97,,0.27%
02/09/2016,40.86,40.86,40.86,40.86,,-1.87%
02/08/2016,41.64,42.26,42.26,41.64,0.04K,-1.44%
02/05/2016,42.25,42.25,42.25,42.25,,-1.40%
02/04/2016,42.85,42.85,42.85,42.85,,0.71%
02/03/2016,42.55,42.55,42.55,42.55,,-1.73%
02/02/2016,43.3,43.3,43.3,43.3,,-1.86%
02/01/2016,44.12,44.12,44.12,44.12,,0.75%
01/29/2016,43.79,43.79,43.79,43.79,,-0.59%
01/28/2016,44.05,43.3,44.05,43.3,0.03K,-0.61%
01/27/2016,44.32,43.28,44.32,43.28,0.10K,0.11%
01/26/2016,44.27,42.43,44.27,42.43,0.38K,8.05%
01/25/2016,40.97,40.97,40.97,40.97,,3.41%
01/22/2016,39.62,39.62,39.62,39.62,,-1.07%
01/21/2016,40.05,40.05,40.05,40.05,,-1.91%
01/20/2016,40.83,40.83,40.83,40.83,,1.14%
01/19/2016,40.37,40.37,40.37,40.37,,-0.44%
01/18/2016,40.55,40.55,40.55,40.55,,-2.71%
01/15/2016,41.68,41.68,41.68,41.68,,1.02%
01/14/2016,41.26,41.26,41.26,41.26,,-1.74%
01/13/2016,41.99,41.62,41.99,41.62,0.04K,1.97%
01/12/2016,41.18,41.18,41.18,41.18,,-0.65%
01/11/2016,41.45,41.45,41.45,41.45,,-0.38%
01/08/2016,41.61,42.03,42.03,41.61,0.02K,-0.98%
01/07/2016,42.02,42.68,42.68,41.56,0.14K,-0.64%
01/06/2016,42.29,42.29,42.29,42.29,,-0.47%
01/05/2016,42.49,42.49,42.49,42.49,,-3.30%
01/04/2016,43.94,43.94,43.94,43.94,,-2.29%
12/30/2015,44.97,44.97,44.97,44.97,,-1.40%
12/29/2015,45.61,44.54,45.61,44.54,0.09K,2.56%
12/28/2015,44.47,44.47,44.47,44.47,,-1.11%
12/23/2015,44.97,43.89,44.97,43.89,0.00K,2.00%
12/22/2015,44.09,44.09,44.09,44.09,,-0.34%
12/21/2015,44.24,44.24,44.24,44.24,,0.02%
12/18/2015,44.23,44.23,44.23,44.23,,1.03%
12/17/2015,43.78,43.78,43.78,43.78,,-0.50%
12/16/2015,44,44,44,44,,1.90%
12/15/2015,43.18,43.18,43.18,43.18,,-1.60%
12/14/2015,43.88,43.77,43.88,43.77,0.06K,-0.77%
12/11/2015,44.22,44.22,44.22,44.22,,-0.76%
12/10/2015,44.56,44.56,44.56,44.56,,-1.00%
12/09/2015,45.01,45.01,45.01,45.01,,-2.47%
12/08/2015,46.15,46.15,46.15,46.15,,0.15%
12/07/2015,46.08,46.08,46.08,46.08,,0.92%
12/04/2015,45.66,45.66,45.66,45.66,,-4.20%
12/03/2015,47.66,47.66,47.66,47.66,,-2.40%
12/02/2015,48.83,48.83,48.83,48.83,0.14K,-0.85%
12/01/2015,49.25,49.03,49.25,49.03,0.20K,1.55%
11/30/2015,48.5,48.07,48.5,48.07,0.15K,0.79%
11/27/2015,48.12,48.12,48.12,48.12,,1.39%
11/26/2015,47.46,47.46,47.46,47.46,,1.04%
11/25/2015,46.97,46.97,46.97,46.97,,-1.22%
11/24/2015,47.55,47.55,47.55,47.55,,-0.31%
11/23/2015,47.7,47.7,47.7,47.7,,0.15%
11/20/2015,47.63,47.63,47.63,47.63,,-0.04%
11/19/2015,47.65,47.66,47.88,47.65,0.50K,2.19%
11/18/2015,46.63,46.63,46.63,46.63,,0.93%
11/17/2015,46.2,46.2,46.2,46.2,,0.98%
11/16/2015,45.75,45.75,45.75,45.75,,-1.76%
11/13/2015,46.57,46.57,46.57,46.57,,0.09%
11/12/2015,46.53,46.53,46.53,46.53,,2.15%
11/11/2015,45.55,45.52,45.55,45.52,0.01K,-1.17%
11/10/2015,46.09,46.09,46.09,46.09,,-1.37%
11/09/2015,46.73,46.73,46.73,46.73,,-0.34%
11/06/2015,46.89,45.99,46.89,45.99,0.84K,2.38%
11/05/2015,45.8,45.8,45.8,45.8,,0.00%
11/04/2015,45.8,45.8,45.8,45.8,,-1.02%
11/03/2015,46.27,46.1,46.27,46.1,0.44K,2.53%
11/02/2015,45.13,45.13,45.13,45.13,,-1.05%
10/30/2015,45.61,45.61,45.61,45.61,,-0.20%
10/29/2015,45.7,45.58,45.7,45.58,0.01K,2.60%
10/28/2015,44.54,44.54,44.54,44.54,,-0.02%
10/27/2015,44.55,44.55,44.55,44.55,,-0.27%
10/26/2015,44.67,44.67,44.67,44.67,,2.43%
10/23/2015,43.61,43.61,43.61,43.61,,3.51%
10/22/2015,42.13,42.13,42.13,42.13,,0.65%
10/21/2015,41.86,41.86,41.86,41.86,,-0.05%
10/20/2015,41.88,41.88,41.88,41.88,,0.41%
10/19/2015,41.71,41.71,41.71,41.71,,-1.84%
10/16/2015,42.49,42.49,42.49,42.49,,1.55%
10/15/2015,41.84,41.84,41.84,41.84,,-0.81%
10/14/2015,42.18,42.18,42.18,42.18,,-1.15%
10/13/2015,42.67,42.67,42.67,42.67,,-0.19%
10/12/2015,42.75,42.75,42.75,42.75,,-0.47%
10/09/2015,42.95,42.6,42.95,42.6,0.00K,2.07%
10/08/2015,42.08,42.08,42.08,42.08,,0.31%
10/07/2015,41.95,41.95,41.95,41.95,,3.76%
10/06/2015,40.43,40.43,40.43,40.43,,0.65%
10/05/2015,40.17,40.17,40.17,40.17,,0.68%
10/02/2015,39.9,39.9,39.9,39.9,,-0.92%
10/01/2015,40.27,40.27,40.27,40.27,0.16K,0.70%
09/30/2015,39.99,40.15,40.15,39.99,0.04K,1.68%
09/29/2015,39.33,38.78,39.33,38.78,,-0.93%
09/28/2015,39.7,39.7,39.7,39.7,0.10K,0.08%
09/25/2015,39.67,39.67,39.67,39.67,,-1.95%
09/24/2015,40.46,39.79,40.46,39.79,0.50K,0.67%
09/23/2015,40.19,40.19,40.19,40.19,,0.47%
09/22/2015,40,41.12,41.12,40,0.39K,-1.84%
09/21/2015,40.75,40.63,40.75,40.63,0.05K,-1.28%
09/18/2015,41.28,42.18,42.18,41.28,0.03K,-2.87%
09/17/2015,42.5,42.5,42.5,42.5,,-0.47%
09/16/2015,42.7,42.7,42.7,42.7,,0.47%
09/15/2015,42.5,42.5,42.5,42.5,0.20K,-1.28%
09/14/2015,43.05,42.5,43.05,42.5,0.21K,0.05%
09/11/2015,43.03,43.03,43.03,43.03,,-0.44%
09/10/2015,43.22,43.22,43.22,43.22,,-0.99%
09/09/2015,43.65,44.05,44.05,43.65,0.00K,-0.30%
09/08/2015,43.78,43.22,43.78,43.22,0.00K,1.44%
09/07/2015,43.16,43.16,43.16,43.16,,-0.87%
09/04/2015,43.54,43.55,43.55,43.37,0.10K,-0.50%
09/03/2015,43.76,43.76,43.76,43.76,,1.32%
09/02/2015,43.19,43.19,43.19,43.19,,-0.14%
09/01/2015,43.25,43.3,43.3,43.25,0.12K,-1.37%
08/31/2015,43.85,43.85,43.85,43.85,,-0.57%
08/28/2015,44.1,44.1,44.1,44.1,,-0.52%
08/27/2015,44.33,44.33,44.33,44.33,0.20K,1.79%
08/26/2015,43.55,42.66,43.55,42.66,0.12K,4.36%
08/25/2015,41.73,41.73,41.73,41.73,,0.00%
08/24/2015,41.73,42.79,42.79,41.73,0.04K,-7.29%
08/21/2015,45.01,43.56,45.01,43.56,0.05K,-1.40%
08/20/2015,45.65,45.48,45.65,45.48,0.10K,-2.35%
08/19/2015,46.75,47.01,47.01,46.75,0.20K,-0.93%
08/18/2015,47.19,47.19,47.19,47.19,,-0.02%
08/17/2015,47.2,47.79,47.79,47.2,0.18K,-1.17%
08/14/2015,47.76,47.76,47.76,47.76,,-0.17%
08/13/2015,47.84,47.84,47.84,47.84,,-1.24%
08/12/2015,48.44,48.44,48.44,48.44,,-1.46%
08/11/2015,49.16,50.83,50.83,49.16,0.20K,-2.46%
08/10/2015,50.4,49.23,50.4,49.23,0.03K,1.35%
08/07/2015,49.73,49.73,49.73,49.73,,-0.14%
08/06/2015,49.8,49.73,50,49.73,0.64K,0.83%
08/05/2015,49.39,49.39,49.39,49.39,,0.69%
08/04/2015,49.05,49.05,49.05,49.05,,1.20%
08/03/2015,48.47,48.47,48.47,48.47,,0.19%
07/31/2015,48.38,48.38,48.38,48.38,,0.39%
07/30/2015,48.19,47.39,48.19,47.39,0.21K,5.03%
07/29/2015,45.88,45.88,45.88,45.88,,0.50%
07/28/2015,45.65,45.65,45.65,45.65,,-1.21%
07/27/2015,46.21,46.21,46.21,46.21,,-0.90%
07/24/2015,46.63,46.63,46.63,46.63,,-1.44%
07/23/2015,47.31,47.17,47.31,47.17,0.40K,0.47%
07/22/2015,47.09,47.09,47.09,47.09,,-1.73%
07/21/2015,47.92,47.92,47.92,47.92,,0.86%
07/20/2015,47.51,47.51,47.51,47.51,,-0.29%
07/17/2015,47.65,47.65,47.65,47.65,,1.32%
07/16/2015,47.03,47.03,47.03,47.03,,0.79%
07/15/2015,46.66,46.66,46.66,46.66,,0.56%
07/14/2015,46.4,46.4,46.4,46.4,,0.43%
07/13/2015,46.2,46.2,46.2,46.2,,2.28%
07/10/2015,45.17,45.17,45.17,45.17,,0.51%
07/09/2015,44.94,44.02,44.94,44.02,0.05K,3.57%
07/08/2015,43.39,43.39,43.39,43.39,,-3.45%
07/07/2015,44.94,44.94,44.94,44.94,0.04K,0.54%
07/06/2015,44.7,44.67,44.7,44.67,0.57K,-1.00%
07/03/2015,45.15,45.15,45.15,45.15,,-0.35%
07/02/2015,45.31,45.31,45.31,45.31,,-0.98%
07/01/2015,45.76,45.45,45.76,45.45,0.20K,0.51%
06/30/2015,45.53,45.53,45.53,45.53,,-1.56%
06/29/2015,46.25,46.25,46.25,46.25,,-1.64%
06/26/2015,47.02,47.02,47.02,47.02,,-1.14%
06/25/2015,47.56,47.56,47.56,47.56,,-1.08%
06/24/2015,48.08,48.08,48.08,48.08,,-1.50%
06/23/2015,48.81,48.39,48.81,48.39,0.40K,4.05%
06/22/2015,46.91,46.91,46.91,46.91,,0.54%
06/19/2015,46.66,46.66,46.66,46.66,,2.28%
06/18/2015,45.62,45.62,45.62,45.62,,-1.60%
06/17/2015,46.36,46.1,46.36,46.1,0.12K,1.16%
06/16/2015,45.83,45.83,45.83,45.83,,-1.78%
06/15/2015,46.66,46.66,46.66,46.66,0.24K,-1.58%
06/12/2015,47.41,47.41,47.41,47.41,,0.30%
06/11/2015,47.27,47.27,47.27,47.27,,1.18%
06/10/2015,46.72,46.3,46.72,46.3,0.02K,-0.62%
06/09/2015,47.01,47.01,47.01,47.01,,-0.91%
06/08/2015,47.44,47.44,47.44,47.44,,-0.86%
06/05/2015,47.85,47.85,47.85,47.85,,-0.77%
06/04/2015,48.22,48.18,48.22,48.18,0.06K,0.65%
06/03/2015,47.91,47.91,47.91,47.91,,-0.91%
06/02/2015,48.35,47.73,48.35,47.73,0.10K,1.15%
06/01/2015,47.8,48.37,48.37,47.8,0.10K,-1.44%
05/29/2015,48.5,48.5,48.5,48.5,,0.08%
05/28/2015,48.46,48.46,48.46,48.46,,0.10%
05/27/2015,48.41,48.41,48.41,48.41,,-0.62%
05/26/2015,48.71,48.71,48.71,48.71,0.02K,-0.57%
05/22/2015,48.99,48.99,48.99,48.99,,0.70%
05/21/2015,48.65,48.65,48.65,48.65,,-0.25%
05/20/2015,48.77,48.77,48.77,48.77,,0.52%
05/19/2015,48.52,48.52,48.52,48.52,,0.46%
05/18/2015,48.3,48.3,48.3,48.3,0.01K,0.81%
05/15/2015,47.91,48.05,48.05,47.91,0.07K,2.42%
05/14/2015,46.78,46.78,46.78,46.78,,-2.36%
05/13/2015,47.91,47.91,47.91,47.91,,0.59%
05/12/2015,47.63,47.6,47.63,47.6,0.60K,-1.06%
05/11/2015,48.14,48.14,48.14,48.14,,1.73%
05/08/2015,47.32,47.35,47.35,47.32,0.10K,-1.05%
05/07/2015,47.82,47.82,47.82,47.82,,0.13%
05/06/2015,47.76,47.76,47.76,47.76,,-2.33%
05/05/2015,48.9,48.9,48.9,48.9,,0.70%
05/04/2015,48.56,48.56,48.56,48.56,,-0.65%
04/30/2015,48.88,47.59,48.88,47.59,,-1.49%
04/29/2015,49.62,50.25,50.25,49.62,0.20K,-1.39%
04/28/2015,50.32,50.32,50.32,50.32,,-0.79%
04/27/2015,50.72,49.65,50.72,49.52,0.20K,1.89%
04/24/2015,49.78,49.2,49.78,49.2,0.02K,-49.70%
04/23/2015,98.96,98.96,98.96,98.96,,-1.05%
04/22/2015,100,100,100,100,,-0.59%
04/21/2015,100.6,100.6,100.6,100.6,,1.14%
04/20/2015,99.46,98.56,99.46,98.56,0.01K,-1.01%
04/17/2015,100.48,100.48,100.48,100.48,,-1.78%
04/16/2015,102.3,102.3,102.3,102.3,,0.01%
04/15/2015,102.29,102.29,102.29,102.29,,-0.43%
04/14/2015,102.73,102.73,102.73,102.73,,0.19%
04/13/2015,102.54,102.54,102.54,102.54,,0.05%
04/10/2015,102.49,101.39,102.49,101.39,0.04K,0.68%
04/09/2015,101.79,101.9,101.9,101.79,0.03K,0.05%
04/08/2015,101.74,101.34,101.74,101.34,,0.00%
04/07/2015,101.74,101.29,101.74,101.29,,1.43%
04/02/2015,100.31,100.2,100.68,100.2,0.45K,-0.78%
04/01/2015,101.1,100.47,101.1,100.47,0.16K,-0.19%
03/31/2015,101.29,101.29,101.29,101.29,,0.51%
03/30/2015,100.78,100.85,100.85,100.78,0.04K,-0.09%
03/27/2015,100.87,99.12,100.87,99.12,0.25K,2.29%
03/26/2015,98.61,98.61,98.61,98.61,0.05K,-1.58%
03/25/2015,100.2,100.2,100.2,100.2,,-1.53%
03/24/2015,101.75,99.45,101.75,99.45,0.30K,1.98%
03/23/2015,99.78,99.9,100.27,99.78,0.09K,-1.25%
03/20/2015,101.04,100.7,101.04,100.7,0.16K,-3.84%
03/19/2015,105.08,104.38,105.08,104.38,,-0.10%
03/18/2015,105.18,104.43,105.18,104.23,0.33K,-0.98%
03/17/2015,106.22,105.65,106.22,105.08,0.54K,0.99%
03/16/2015,105.18,104.62,105.87,104.62,0.21K,3.69%
03/13/2015,101.44,101.44,101.44,101.44,,0.19%
03/12/2015,101.24,102.24,102.24,101.24,0.15K,-0.17%
03/11/2015,101.42,99.15,101.42,99.15,0.14K,2.48%
03/10/2015,98.96,98.96,98.96,98.96,,0.71%
03/09/2015,98.27,98.27,98.27,98.27,,-0.48%
03/06/2015,98.74,99.39,99.75,98.74,0.22K,0.46%
03/05/2015,98.29,98.29,98.29,98.29,,0.60%
03/04/2015,97.7,97.7,97.7,97.7,,-0.36%
03/03/2015,98.05,98.05,98.05,98.05,,-1.01%
03/02/2015,99.05,99.05,99.05,99.05,,0.42%
02/27/2015,98.64,98.64,98.64,98.64,,0.16%
02/26/2015,98.49,98.49,98.49,98.49,,0.46%
02/25/2015,98.03,98.03,98.03,98.03,0.02K,0.81%
02/24/2015,97.24,97.24,97.24,97.24,,0.26%
02/23/2015,96.99,96.99,96.99,96.99,,-0.42%
02/20/2015,97.4,96.4,97.4,96.4,0.09K,1.37%
02/19/2015,96.08,96.08,96.08,96.08,,0.42%
02/18/2015,95.68,95.68,95.68,95.68,,0.84%
02/17/2015,94.88,94.56,94.88,94.56,0.07K,-0.34%
02/16/2015,95.2,95.28,95.28,95.2,0.20K,-0.42%
02/13/2015,95.6,94.42,95.6,94.42,0.15K,2.00%
02/12/2015,93.72,93,94.26,93,0.16K,-0.29%
02/11/2015,93.99,93.99,93.99,93.99,,0.61%
02/10/2015,93.42,93.42,93.42,93.42,,-1.24%
02/09/2015,94.59,94.59,94.59,94.59,0.02K,-2.14%
02/06/2015,96.66,96.66,96.66,96.66,0.12K,1.99%
02/05/2015,94.77,94.77,94.77,94.77,,-0.68%
02/04/2015,95.42,95.42,95.42,95.42,0.03K,1.07%
02/03/2015,94.41,94.41,94.41,94.41,,1.45%
02/02/2015,93.07,93.07,93.07,93.07,,-1.24%
01/30/2015,94.24,93.67,94.24,93.67,0.10K,0.32%
01/29/2015,93.93,93.75,94,93.75,0.13K,-1.12%
01/28/2015,95,96.06,96.06,95,0.10K,-1.57%
01/27/2015,96.52,97.17,97.17,96,0.13K,-4.39%
01/26/2015,100.95,96.78,100.95,96.78,0.17K,5.68%
01/23/2015,95.53,95.53,95.53,95.53,,-3.42%
01/22/2015,98.91,98.14,98.91,98.14,0.09K,1.33%
01/21/2015,97.61,97.61,97.61,97.61,,0.57%
01/20/2015,97.05,97.05,97.05,97.05,,1.32%
01/19/2015,95.78,95.78,95.78,95.78,,1.95%
01/16/2015,93.95,93.95,93.95,93.95,,0.73%
01/15/2015,93.27,93.27,93.27,93.27,,-0.53%
01/14/2015,93.76,92.68,93.76,92.68,0.04K,0.92%
01/13/2015,92.91,92.46,92.91,92.46,0.01K,0.43%
01/12/2015,92.51,92.51,92.51,92.51,,-1.70%
01/09/2015,94.11,94.11,94.11,94.11,,3.71%
01/08/2015,90.75,90.75,90.75,90.75,,-0.68%
01/07/2015,91.38,90.47,91.38,90.47,0.02K,0.80%
01/06/2015,90.65,90.65,90.65,90.65,,-1.07%
01/05/2015,91.64,94.71,94.71,91.64,0.20K,-3.16%
01/02/2015,94.62,93.05,94.62,93.05,0.30K,0.51%
12/30/2014,94.14,94.14,94.14,94.14,,0.27%
12/29/2014,93.89,93.89,93.89,93.89,,0.50%
12/23/2014,93.42,93.42,93.42,93.42,,1.47%
12/22/2014,92.07,92.07,92.07,92.07,,-2.32%
12/19/2014,94.26,94.26,94.26,94.26,,0.58%
12/18/2014,93.72,92.01,93.75,92.01,0.11K,4.63%
12/17/2014,89.57,89.57,89.57,89.57,,0.41%
12/16/2014,89.2,89.2,89.2,89.2,0.10K,-0.40%
12/15/2014,89.56,91.18,92.76,89.56,0.61K,-3.82%
12/12/2014,93.11,93.11,93.11,93.11,,0.89%
12/11/2014,92.29,92.29,92.29,92.29,,-1.39%
12/10/2014,93.59,92.71,93.59,92.5,0.19K,0.46%
12/09/2014,93.16,92.26,93.16,92.26,0.01K,-0.56%
12/08/2014,93.69,93.69,93.69,93.69,0.10K,-0.62%
12/05/2014,94.27,92.87,94.27,92.87,0.07K,1.36%
12/04/2014,93,93,93.08,93,0.16K,-0.77%
12/03/2014,93.72,93.72,93.72,93.72,,-0.50%
12/02/2014,94.19,94.19,94.19,94.19,,0.56%
12/01/2014,93.66,93.66,93.66,93.66,,-0.98%
11/28/2014,94.59,96.07,96.07,94.59,0.50K,-1.03%
11/27/2014,95.58,95.58,95.58,95.58,,-0.18%
11/26/2014,95.75,95.08,95.75,95.08,0.05K,1.65%
11/25/2014,94.2,94.2,94.2,94.2,,-0.18%
11/24/2014,94.37,93.55,94.37,93.55,0.10K,3.82%
11/21/2014,90.9,90.9,90.9,90.9,,0.18%
11/20/2014,90.75,90.75,90.75,90.75,,0.51%
11/19/2014,90.28,90.28,90.28,90.28,,1.27%
11/18/2014,89.15,88.76,89.15,88.76,0.13K,1.49%
11/17/2014,87.84,87.84,87.84,87.84,0.10K,-0.33%
11/14/2014,88.14,88.14,88.14,88.14,,0.31%
11/13/2014,87.87,87.87,87.87,87.87,,-0.51%
11/12/2014,88.32,88.32,88.32,88.32,,-1.23%
11/11/2014,89.42,89.42,89.42,89.42,0.15K,0.83%
11/10/2014,88.68,88.68,88.68,88.68,0.01K,-0.52%
11/07/2014,89.15,89.15,89.15,89.15,,1.14%
11/06/2014,88.15,88.15,88.15,88.15,,-0.02%
11/05/2014,88.17,88.17,88.17,88.17,,-1.73%
11/04/2014,89.72,89.72,89.72,89.72,0.01K,0.54%
11/03/2014,89.24,89.24,89.24,89.24,0.01K,1.93%
10/31/2014,87.55,87.55,87.55,87.55,,0.77%
10/30/2014,86.89,86.91,86.91,86.89,0.05K,-0.68%
10/29/2014,87.48,87.48,87.48,87.48,,1.78%
10/28/2014,85.95,85.95,85.95,85.95,,0.70%
10/27/2014,85.35,85.35,85.35,85.35,0.04K,-0.88%
10/24/2014,86.11,86.11,86.11,86.11,,-1.60%
10/23/2014,87.51,84.4,87.51,84.4,0.02K,1.23%
10/22/2014,86.44,86.44,86.44,86.44,,1.65%
10/21/2014,85.04,83.7,85.09,83.7,0.28K,0.25%
10/20/2014,84.83,84.83,84.83,84.83,0.05K,3.69%
10/17/2014,81.81,81.81,81.81,81.81,0.08K,-0.64%
10/16/2014,82.33,82.33,82.33,82.33,,1.25%
10/15/2014,81.31,85.64,85.64,81.31,0.44K,-3.05%
10/14/2014,83.87,83.87,83.87,83.87,0.03K,-1.02%
10/13/2014,84.74,82.41,85.62,82.41,0.13K,-1.88%
10/10/2014,86.36,86.36,86.36,86.36,,-1.62%
10/09/2014,87.78,87.78,87.78,87.78,,1.09%
10/08/2014,86.83,87.12,87.12,86.83,0.02K,-1.43%
10/07/2014,88.1,88.86,88.86,88.1,0.06K,-3.02%
10/06/2014,90.84,92.08,92.08,90.84,0.14K,-1.88%
10/02/2014,92.58,92.58,92.58,92.58,,-1.18%
10/01/2014,93.68,93.79,93.79,93.68,0.05K,-0.83%
09/30/2014,94.47,93.27,94.47,93.27,0.01K,0.82%
09/29/2014,93.71,93.71,93.71,93.71,,-0.03%
09/26/2014,93.73,92.52,93.73,92.52,0.03K,-0.20%
09/25/2014,93.92,93.92,93.92,93.92,,0.13%
09/24/2014,93.8,93.67,93.8,93.67,0.08K,-0.21%
09/23/2014,94,94.25,94.25,94,0.02K,-1.18%
09/22/2014,95.12,95.12,95.12,95.12,,-3.34%
09/19/2014,98.4,98.06,98.4,98.06,0.15K,1.90%
09/18/2014,96.56,96.56,96.56,96.56,,-0.97%
